linkid,click_sum,pageview_sum,click_rate
29543d44-c11c-57f6-9ddf-f7ab97bdb0b6,1,3,0.33333333333333331
2966c0aa-7a88-4397-a7b1-9a4da05efa79,2,6,0.33333333333333331
2972aef8-4940-596b-b692-b6d1b0379800,1,3,0.33333333333333331
297fa1f6-7505-49b3-8210-a9ee2ba92091,1,8,0.125
29af861a-985b-4959-b287-a1cf1d538ec8,2,8,0.25
29b3c7b7-131e-537d-bcac-3d76a16bf20f,1,1,1.0
29f2ce6e-8003-4578-a3b4-fcc7249c3a06,2,2,1.0
29fb3f38-6d5c-4a9c-8e56-cbdf802df6b1,36,113,0.31858407079646017
29fbb8d1-8fe5-450f-b376-0433ac8b04a2,8,18,0.44444444444444442
2a20c79c-7578-5247-878b-a6b71fba3769,1,1,1.0
2a61bca7-75f7-4b28-9529-f5c66e60e4cc,2,4,0.5
2a62cd54-dbef-5ac6-bb86-f95797fcac5c,1,1,1.0
2a636360-84e6-4e05-8c41-bf308b1cd8c1,159,515,0.3087378640776699
2a79a739-d85d-531a-ac21-e5da7ed494a7,1,3,0.33333333333333331
2a7b6e7d-1d59-54ca-9db7-ac6fab4a4b8f,2,2,1.0
2a9fb276-3b57-48d0-aa01-23e2843ec57e,18,57,0.31578947368421051
2ac33111-c816-4562-9f32-a43b0ea06911,22,62,0.35483870967741937
2af31cee-be6c-5695-b100-8491a2ce12c5,1,1,1.0
2b156118-a9ee-5d07-9bcc-4b5eb901f21c,1,2,0.5
2b225a46-a0d8-51be-889a-10696baead59,1,1,1.0
2b30548c-f2c0-4e6e-a1f5-28da547560dc,9,32,0.28125
2b888521-356f-4563-ab93-d96464d74441,1,2,0.5
2ba666e2-fc7a-584c-b30f-a49bc08bb651,1,1,1.0
2bea57e9-32e3-4a83-b2a5-6d3c72b9d71d,40,189,0.21164021164021163
2c0c1f40-3c94-5714-8855-78355a76b48e,1,2,0.5
2c0f586e-37ad-51cc-940d-8b22ae5b56b2,1,2,0.5
2c2e25d0-9b29-53c9-9ddf-8c2e406d29b3,1,1,1.0
2c32d53d-1f64-5456-819d-fe37c55d6af7,1,1,1.0
2c72e811-eb18-47cc-b3cc-1102f77bb698,3,4,0.75
2c736b59-dde2-5b33-92a6-e55d4084abff,1,1,1.0
2c802e7e-209e-5df7-af82-8c891d251958,1,2,0.5
2c9feb9e-e384-5f62-9075-091413a2b535,1,1,1.0
2cc7634d-8af7-5787-b902-9ed146d1ecb8,1,2,0.5
2cce44cb-c974-4ccc-86dd-cd76716318c9,1,1,1.0
2cf721e8-629c-5703-99de-19b30b234832,1,1,1.0
2d14da63-31be-5205-afc9-78c4b4482f55,1,1,1.0
2d1db440-3394-56e1-b0d5-5da610d42af7,1,2,0.5
2d609a74-1c20-5f40-bdd7-574ab5c4e7f4,1,1,1.0
2d67718c-a5fc-5896-82a5-e438c7a2802b,1,1,1.0
2d6ae0e2-b223-57b9-a404-10a826ca14f2,1,1,1.0
2d84e933-c864-4520-a113-7107cc374ec4,1,1,1.0
2d896d31-97b6-4869-967b-1c5fb9cd4bb8,9692,25175,0.38498510427010924
2da1bdea-fda5-54e8-9dba-a82bae6611f1,2,6,0.33333333333333331
2dbb5b94-634a-5d7b-9b4e-0afab0b83926,1,1,1.0
2df10106-c36e-5e7f-a43c-c88e115af3a0,1,1,1.0
2e0f98ff-8f22-580f-ba49-04f23b398eb3,1,2,0.5
2e0fc8a5-0455-5e8e-b506-9bcea6c94af2,2,4,0.5
2e166668-f512-5a1a-9b77-c17375f8b89b,1,1,1.0
2e1deae7-588c-590a-bdde-9fea8d0a4994,1,1,1.0
2e2f5fc9-59a6-5d99-ad0c-048613cbe49b,1,1,1.0
2e492597-b658-5337-acaf-81c209031ac1,5,8,0.625
2e891f28-79ad-5c4f-9529-3661ae2f2d80,1,1,1.0
2ea46096-4e0b-51d9-aa0b-13b43bf9bcfa,1,7,0.14285714285714285
2eb59f1b-516b-51d7-ae1b-3e39cf1f7d14,1,1,1.0
2ecdccd1-f485-5ad1-8094-313a087baf6b,1,1,1.0
2f6e4168-fdae-4e65-967b-220bccc68780,263,572,0.45979020979020979
2fc01ad0-6e50-5e1f-8978-2d0c98913d1f,1,1,1.0
2fc15e8b-83aa-40ee-9f9d-5d96c6d4356c,235,641,0.36661466458658348
2fd3dbb9-5555-43fa-9d69-437e55f2578d,34,73,0.46575342465753422
2fec1964-61fa-5da0-a0ca-5c453332d68a,1,1,1.0
3056ed4a-9253-46fc-8be9-b0dd9fde77d2,1,2,0.5
3065ee3a-623f-55e3-bcdc-56aac3cfc87c,1,2,0.5
308dada8-fcfe-5cb1-9abd-331e4579fa35,2,4,0.5
309e47b2-7242-5a5f-9a77-a4f6f16f03dd,1,2,0.5
30b3aae4-3ee4-5363-85f1-6f6818e46210,1,1,1.0
30b86123-1dc3-51af-aafe-0c1b9675f446,1,1,1.0
30ee2950-0e66-47da-87cc-056ab2de284d,139,291,0.47766323024054985
3115028d-ca57-5cb2-9f58-f7bb2db25e4a,1,1,1.0
31299507-cd77-5e17-a443-004f2be0f91e,2,3,0.66666666666666663
313826a0-3f07-5a81-85cd-7872da6a086a,1,1,1.0
313d4bd7-ee51-5174-a566-65a884675d0b,1,2,0.5
31651b33-f896-59a5-8819-e869422bc7ef,1,1,1.0
31c8d249-f9c1-422a-b8bb-87b07273fad4,4,11,0.36363636363636365
31fe10a3-e0ff-51b9-8985-6ba072c14231,1,1,1.0
3200fda9-d6c3-41b1-8809-cda590a6c2a6,2,2,1.0
32375918-652d-56b3-bb7a-7f012336084d,1,1,1.0
323f7ffa-1ff1-444d-b55c-b2bdcf291a82,1,2,0.5
3283d709-9811-51fe-940d-f2d12b7e966e,1,1,1.0
328b95b2-0fc1-5203-ad59-531c76f46cd1,1,1,1.0
329834ca-c5fb-4538-ade7-4bcf6a565864,11,11,1.0
32b195c6-9721-4f34-bf74-7dbd80a058bf,1,2,0.5
32d360c1-5c5a-526f-9c43-d434b59ac88d,3,3,1.0
32e892ad-438b-5601-8fe9-42b22a307eb6,1,1,1.0
330773a6-f22a-5c7a-a3e4-7809fe8539b9,3,1,3.0
33335d11-744e-481b-9ba7-30086ca46edd,286,615,0.46504065040650405
33606eec-2c07-5af2-8082-d25dcdad8d49,1,2,0.5
337fde4f-19af-562f-9850-b4639c80044a,1,2,0.5
339a61ec-9379-5805-aa3b-baa2f13acb43,21,32,0.65625
33acecb4-3b56-502e-b35a-94b9e41fe1f9,3,4,0.75
33fbbe3c-c497-446e-a849-f9fc29b60701,228,597,0.38190954773869346
340eec10-1b84-5ac2-85f9-2c45b51e8e68,1,1,1.0
3436eb02-40f7-57ff-a94d-d7acf98a455a,1,1,1.0
3449188b-e012-5ec2-b681-f69b487d7fa0,1,1,1.0
3453d16a-5949-529e-bf98-81b89c8852e3,1,1,1.0
348d128c-51b8-5605-b13c-ce3cdccc76a9,1,1,1.0
34997b2f-3be3-5e17-ab45-970b6590a3bd,1,3,0.33333333333333331
34c93ef1-17f1-57e3-b6b9-82769e879df0,1,2,0.5
35080700-4713-50b4-91f4-10a58811ad50,1,1,1.0
35455b88-98a3-4af7-a2f2-598cfd6b4c9e,2,2,1.0
3549278c-5732-44b2-b606-2908f4e2375f,17,39,0.4358974358974359
35573248-4e49-47c7-af80-08a960fa74cd,69,130,0.53076923076923077
355933d3-bfdd-5a27-8588-8f9a4f0bdbcb,1,1,1.0
355aa10d-bd17-5a33-ab43-3e88e2142fb3,1,4,0.25
358289c3-e546-5331-9618-590ea3cc4144,4,6,0.66666666666666663
35cb41f3-e56b-402a-ac59-d5dd43bcd212,3,5,0.6
35d56ae9-5dce-56f4-9c93-e208aaa7b202,1,1,1.0
35fed84b-5b3f-598a-993d-55c875a48602,2,4,0.5
36078430-58e3-5b3b-855b-cbca62a73efe,10,16,0.625
362d9bbc-8fe7-59f9-a73f-091eb4cd0d00,1,1,1.0
36379c31-def5-4a0d-a67f-e841d583c019,13,62,0.20967741935483872
3638820f-a54d-49ac-8225-96fba9ca30a9,236,502,0.47011952191235062
3653d3aa-474e-59a5-ac34-28a7df269a01,1,1,1.0
36614f1b-881e-5813-bb63-6ea1dc77c74c,1,1,1.0
3687f63f-7add-5d64-b9c4-aea9aa57bf1b,1,1,1.0
369de4f6-a2dc-569c-b84a-5340002b40d4,1,6,0.16666666666666666
36c2ea76-1ad3-469e-a2cd-d397778ef1e7,6,10,0.6
36d81618-b800-40bb-bb92-fe37d3d0151f,13,34,0.38235294117647056
36e71689-1df7-5833-87db-ffddec8b6803,2,3,0.66666666666666663
371309b2-f2e6-4537-b9c9-e0ca0971845f,31,84,0.36904761904761907
371ed56f-34bf-5a1e-8a0d-542e1205569a,1,1,1.0
37328214-9f1b-4d4f-a7b6-1feed7f6907e,1,3,0.33333333333333331
3745e21d-7160-533c-acb0-358f80e789a8,1,1,1.0
37797237-a393-45b3-ac83-49c863cb78d8,41,93,0.44086021505376344
377e7d76-7426-5ebf-acf6-9ca26da5cd1d,1,2,0.5
379625f8-90fc-5b03-a955-54cf47968c1f,1,1,1.0
37a8043e-a064-51ab-a3a8-4765b2de189e,1,2,0.5
37af141e-d0bb-5e80-a569-e011276b6000,2,2,1.0
37b30048-d369-5a02-ab2d-9b6dfe750fed,4,2,2.0
37e79781-fe45-481c-9c26-7be53505a48b,9,37,0.24324324324324326
37ebd42f-d88c-51b8-8bbf-ca0356195e5d,1,1,1.0
38390938-0454-41fa-8dce-5e3af9710ecf,223,743,0.30013458950201882
384eea4d-d23f-441b-8eb0-516378496a73,4,10,0.4
387c4692-d4b0-55d0-933e-dcf8bdba4258,1,1,1.0
38889196-1b56-536c-8d83-a826fa33f307,1,1,1.0
3894ab1d-49b6-560c-bb5d-b61b48cd9b75,3,2,1.5
38eb2b71-d8db-49bb-859b-ace93cf57ba3,47,109,0.43119266055045874
38f9631e-1cf4-5c9d-b29b-190626da06c0,1,1,1.0
38fa1b63-f0a5-57f8-afdf-f76f4a66df74,1,1,1.0
394dcba2-ca75-552d-b99a-e676fe5b9def,1,1,1.0
394f0842-e83d-4d65-a807-f62fc6dc202a,1,1,1.0
396c1a89-1b7a-5588-988b-735db54addeb,2,2,1.0
39765cc5-cd27-4039-b81b-513b7715072f,4,5,0.8
397f3589-4f90-516b-bc92-376eea940be4,1,1,1.0
3999d4fe-dd6f-5a25-b68c-96cb79a8d364,1,2,0.5
399a5f19-bc6e-55c7-8ce7-3951ca0232b0,1,1,1.0
39a0fd5f-de88-5a9a-960e-8bc221b73615,1,2,0.5
39b4991d-4d18-43c7-be4c-992545e31f8c,10,37,0.27027027027027029
39b6bf20-d2fe-5e10-a746-715da7835bca,1,2,0.5
39cb03d7-b34e-57b7-ab9f-4f61d96fdf10,1,2,0.5
39cf505f-5096-515f-b960-1fa352549441,1,1,1.0
39ee8526-8815-5eb0-b6b2-e1782e7e3d32,1,1,1.0
3a0bb87f-b88f-5ee7-bd27-8db02cb55de2,1,1,1.0
3a297346-bfa5-5524-b48b-24d8747fa176,1,2,0.5
3a2bae60-84c1-527a-80cf-4fdbb921a704,1,1,1.0
3a3b453a-7dc1-547e-a3e9-443fe89bb6bc,9,16,0.5625
3a3b7164-6c26-45a7-a64b-0b1ade487d50,37,87,0.42528735632183906
3a4c593e-a5e9-56fc-b156-f730867f6ad9,1,1,1.0
3a544580-8224-4cba-9e36-b085db399631,3,4,0.75
3a75f0ca-9fbe-5fbd-99de-b490b2095bc6,1,2,0.5
3a84881b-2f7e-56bf-9f5f-3c2d9b596ac0,1,1,1.0
3a9fb34e-cfc7-51fb-81b5-ae23bbbeb0a1,1,1,1.0
3abf299f-90b5-566a-90a6-d8cd4527dbb6,1,1,1.0
3b8befcf-8321-5d36-862a-4ee95a8869f0,1,1,1.0
3bacc47c-0c42-5e2c-979f-941cd438332f,3,5,0.6
3c757f64-b707-4984-9b39-3846707f1508,11,21,0.52380952380952384
3c86d715-ff11-57b7-a3f1-0a7437f012aa,1,1,1.0
3c92a851-fde5-5d1b-8e6a-420e7fa393af,2,2,1.0
3c9aec9d-ad76-419b-9b1e-6ac68bd1dc00,9,31,0.29032258064516131
3c9bfc95-1e82-5d07-b928-8dae68e58f6a,1,3,0.33333333333333331
3cbb0031-117a-57c1-b9d7-3b2920f4eb7d,1,1,1.0
3ccf1b09-0982-5e2c-a021-dd11f41f4f9e,2,4,0.5
3ce9dbba-502d-541c-b563-3dc79b1fb949,1,1,1.0
3d0e78ec-d580-49a0-ae97-2e11992c411a,2,1,2.0
3d26e785-bbd5-51f0-9857-a148679e0cb4,1,1,1.0
3d27e34a-0236-5bf2-acfa-52828b1713ca,1,1,1.0
3d4ab197-bb90-564b-be2f-5eb182ede923,1,1,1.0
3d702d98-e8b0-5790-98ea-498c26901d35,1,1,1.0
3d76b5f1-065c-5a6d-b6c5-1c0b324d62f4,1,3,0.33333333333333331
3d9efe2f-810a-544f-8665-3d742b069f11,1,2,0.5
3de34558-5a86-44bd-bc6f-f66da35ae414,1,2,0.5
3df2e9c2-b087-5a3c-b22e-381d1c6b2230,1,1,1.0
3e581705-685e-5129-91c6-b0db44af7418,2,2,1.0
3e63dd59-1c74-4760-b241-9b9979bb5cb6,3,5,0.6
3e6e6acb-2171-5f91-9ce4-0521570f59dd,1,1,1.0
3e7fb196-61dc-4d8e-b296-925e9c9c778e,2,1,2.0
3e83af78-dab1-5d9e-a251-94009c656490,2,2,1.0
3e8a2810-2322-412a-9356-32a602b06d27,2,6,0.33333333333333331
3e8ad128-79fc-586b-822e-950d17ef109d,1,1,1.0
3e90c890-8952-5ac2-b0a5-af6759620761,1,1,1.0
3e9181f5-efa1-5098-91f0-d851073e3209,1,4,0.25
3e9c8356-d26b-504e-b7dc-4accdeca3a55,2,1,2.0
3eaa51fa-44f6-51ab-af64-cbced58f9437,1,1,1.0
3efd6703-5a51-4221-b3a1-dc272644aa58,9,18,0.5
3f0ff286-de95-515f-bb3b-b19358bcbf62,1,1,1.0
3f273483-518e-5cc9-8a5a-578ed40935f0,1,1,1.0
3f325229-76f9-5a1d-9a45-b265ba6effcb,1,1,1.0
3f8a9925-2f7a-5777-9f33-9f8b28c2645c,1,1,1.0
3f8df856-e7de-46e8-ad58-65b2dc89b41d,39,110,0.35454545454545455
3fa6932f-263a-4a67-af57-e5a0d4f80fee,5,5,1.0
3fa7deea-0652-5311-8bdb-022195adac7d,1,1,1.0
3fe8719c-96f4-5cd3-9f01-916fb0c9cac4,1,1,1.0
3fee99f7-a38f-5383-b600-2dd67f68ccf7,1,1,1.0
401604e2-6a1c-562a-9a4f-6964cbd23a3d,1,1,1.0
403080b5-023e-5c00-9a66-ca7ce8b0c9c7,1,2,0.5
404110e6-1707-5a13-8177-86710fdb4943,1,1,1.0
4071219f-48fb-4752-ac99-f699137d4929,17,88,0.19318181818181818
407c1b2a-06cd-406d-8de9-4faf1c53585d,11,24,0.45833333333333331
4098a135-6a9c-5e7b-b7f0-8c9060ad9499,6,9,0.66666666666666663
40bdd223-33b8-50b3-a7fc-b2020604cb2a,2,2,1.0
40c1bacc-e1d7-5b7f-ae4d-c8956d3049b5,1,1,1.0
40ca14b1-f944-402c-9f93-f62a13ec535c,1,4,0.25
40db0985-7a95-5d40-8137-b4c035f3f75a,1,2,0.5
40f5efa6-cbd3-4639-9fea-902af878a4bb,2,3,0.66666666666666663
4103d669-89b9-5d0f-927f-d8ec8f4b52a8,1,1,1.0
410b7776-c184-45ff-8896-c705e5713ddb,52,153,0.33986928104575165
411dfd34-35cb-5ff5-af60-fe8c57350a2b,1,2,0.5
41249b5b-1fa1-5324-81ba-2796c9cb3c44,1,2,0.5
414be9e1-46a3-4fd4-9172-482f830615c3,4,11,0.36363636363636365
41a9f892-f9b5-5984-a679-04829310a975,1,2,0.5
41aa8dc7-36b0-4f9e-a8b4-777bf821bdbb,206,623,0.3306581059390048
41ae7ef8-cc64-5b7a-b9f8-dfeda147dbc9,1,1,1.0
41bbaa12-c4a8-47f3-8b02-ddb218d60a09,4,8,0.5
41de48bf-4e42-4a6c-8056-cdda023dc695,6,20,0.3
41e67671-a587-40f8-88c0-6e61a702f447,1,2,0.5
4208301c-3958-58f7-917b-0935a687568b,1,2,0.5
421b9f37-d01d-5287-ad0a-af2de93132c4,1,2,0.5
422ddd49-32d1-5041-994c-7dbdc6e4578f,1,3,0.33333333333333331
426118bc-57a8-5d82-af87-98877c57d5cf,2,3,0.66666666666666663
4272b93d-7aa7-531d-9b7d-08db89d951b4,2,3,0.66666666666666663
428f5faf-7afc-5b90-aec0-e900acbd55b7,1,1,1.0
42cdfe19-a3fd-51ef-8891-bf65851493ae,1,2,0.5
431ad70a-0234-5d49-9ef9-f701853d4663,3,3,1.0
4323612f-1881-4184-9abf-20e8225aaa22,1,2,0.5
432dddbc-2b49-5e32-b136-5ae27e3702ae,1,1,1.0
43688a30-ed94-54d6-be0a-ba60c0e0e7cf,1,1,1.0
436d360b-5893-4f8e-84d5-93df533be20b,37,83,0.44578313253012047
43acca1b-432e-43c2-88e3-789818b91b21,9,11,0.81818181818181823
43c2432d-c3b0-5d53-8bc0-08cb4f47c328,2,4,0.5
43eff152-98c9-5ff9-b135-fd967cbc5b34,3,4,0.75
43f23924-4955-5775-b9f5-da1ced710670,1,1,1.0
443e9e83-0c42-50e6-b3a6-06fc264d6144,2,1,2.0
447aff0d-c0f3-5005-8eb6-4cdab726d306,1,1,1.0
4497f364-9833-5bdf-89e4-bd8503bc5311,1,1,1.0
44a00e7c-54c8-573b-b1b8-7907fc4c783e,1,1,1.0
44b2a3e2-13ea-5340-98f2-7a2ee74fb979,1,1,1.0
44bfecf1-8e49-42a5-bc2a-50ba6ff090af,1,2,0.5
44fba5ca-b565-4baa-bba0-c136c5042823,166,617,0.26904376012965964
4509142e-93cf-532f-b33f-5f0ad4aae123,1,1,1.0
4538eaec-c0d5-5d9a-a0bb-ff0a8a7fd598,2,2,1.0
457538c1-61e2-5f7b-914c-43e85177ec3a,3,5,0.6
45b40157-a9cc-54c8-8a67-722fb16d937f,1,1,1.0
46393e87-ffaf-59c3-9e84-fccc1048ad86,1,3,0.33333333333333331
463cfd90-372d-5094-af0e-d0ccde31d842,2,3,0.66666666666666663
46540973-e533-58cd-8b14-1ba369965b7f,1,1,1.0
46551327-1976-5990-b335-51a8de3af65b,1,1,1.0
467aa9ed-ca3d-4b3b-b1db-c98c67340368,4,9,0.44444444444444442
46839bb1-be2c-56ee-9759-7afdd03f3e10,1,1,1.0
469d7905-2c62-4fc4-8961-4b54f1826648,6,13,0.46153846153846156
46ca2e4f-4aad-5462-aeb3-13e2e5fe0f24,1,3,0.33333333333333331
46fb24cd-75cd-50de-872c-a65a68368dac,4,6,0.66666666666666663
471d6dd6-2e11-51cd-862b-485e8acc7002,2,2,1.0
477ba74e-6317-5308-8243-003f98ac6a13,1,1,1.0
47b17a8b-626d-5068-bd6f-a2a67e985d25,2,2,1.0
47cf76e6-16f8-5353-9a8a-cd403adc6cfd,1,1,1.0
47e069f1-044f-4f23-8098-1ed6648d89a6,76,143,0.53146853146853146
47f54e58-af71-4580-9182-364b14b7740a,16,21,0.76190476190476186
48055f3a-6e12-48ec-acba-599210b9a7a8,3,12,0.25
48260594-5025-5b4c-8fdb-b1f26075c383,1,1,1.0
48474a00-e4d5-5b9e-b297-181746c65fbc,2,4,0.5
4856aef8-f48a-4882-9744-bc3c5c3f0335,1,1,1.0
4865c42e-7393-57e0-8284-68df835a4208,1,2,0.5
488bd560-341b-53b4-9af1-38d0baff30e4,2,2,1.0
4895d0ad-781d-5cda-97b9-d0c41277c026,1,1,1.0
48b32e42-66fd-5525-bcfc-bf77b7bbdc82,1,2,0.5
48b944f8-6436-4689-93ee-c24138afd0b0,1,4,0.25
49119cfc-a1a1-5f4c-b075-0632a06c8bdb,1,1,1.0
4913c693-83e9-5891-bdbd-2829fdb9aef9,1,2,0.5
49244e0c-1de9-48d6-8c82-eac77f30f91c,2,2,1.0
49989e1a-9ae0-4311-b46b-b060d62f0bc0,1,1,1.0
49ba217f-332f-44eb-94dd-33f8eff1dbf0,1,1,1.0
49d69b71-00bf-5f10-8062-6dd01102fd8a,1,1,1.0
4a07b9d9-64d0-5f92-809a-066cee23ec00,1,1,1.0
4a3da8b6-09c3-55aa-afba-424f6504da85,1,1,1.0
4a44b83e-9563-4891-af3f-36fa37421db6,97,200,0.485
4a52bb6e-f2e3-546a-953a-648c912db367,1,4,0.25
4a589376-1637-5133-a57e-99620529f46c,1,1,1.0
4a68df86-f2e1-5630-b13b-829a6f863d07,1,2,0.5
4a89689f-a575-5c43-b360-5785fe2c55df,1,1,1.0
4aa5e12b-2b38-5d2b-ab76-465cee0a02ba,1,1,1.0
4ae449e3-5d90-51a3-8dd4-e8866be4fa30,1,1,1.0
4aedbab2-d3a1-4d32-9417-9d8b094e47a7,11,23,0.47826086956521741
4b2165db-bf71-4df1-95d0-3929f3398a59,24,71,0.3380281690140845
4b2aa9b8-a432-4613-8383-827042808c35,2,2,1.0
4b2d22f8-ad71-4fa6-ab3b-96c0cb0fe3fb,3,8,0.375
4b3b03f0-7915-5256-a26a-06a9785b0283,1,1,1.0
4b4972fb-dc39-4c5e-9358-ead0e7984b37,5,15,0.33333333333333331
4b5b65b6-e0ad-55ab-bb90-c8e74c6573a5,1,1,1.0
4b849fae-e8be-4d59-bcb4-b803e4da5e67,15,77,0.19480519480519481
4ba6baea-468a-48f3-a873-60d1a35544c1,63,159,0.39622641509433965
4bcb9d25-cc27-5d1b-aa5b-3d1dc38344c5,1,2,0.5
4bd6fbda-d0be-435b-82e3-782d0a57235f,33,74,0.44594594594594594
4be65c18-fc6f-51a0-90c4-44525465935e,1,1,1.0
4c0b6b1c-ccb7-549b-afd2-c89fb3e3f905,1,1,1.0
4c402853-c65b-4ea5-ac65-04a9faf5c043,11,33,0.33333333333333331
4c58e78b-438a-5e55-a73d-c2061804d45a,1,1,1.0
4c5bba9f-1a19-5768-81fd-9acdc7cd4cbb,2,8,0.25
4c5ded1f-914d-5794-8474-51394aa52802,1,1,1.0
4c95b00f-7229-5d80-9fe2-67bd1485d879,1,1,1.0
4cd67a34-c574-54a7-9d6a-f4d9e2605ce0,2,4,0.5
4cef6aac-a84a-5658-8f03-25833793605e,1,1,1.0
4d28802d-5484-57d3-899e-c03c1c9c33a0,1,2,0.5
4d2b2392-9a1c-5dcf-a4e1-f8f7abc9b08c,1,1,1.0
4d435eb7-7fb5-5457-a94c-78dd68e9c2c6,1,2,0.5
4d734348-cddd-5c01-834e-ea58cd1a533b,1,1,1.0
4dd25ddf-9741-5fff-8fde-5ffdc8abb501,1,2,0.5
4dd55812-9c8c-58f4-85a3-eb0b66daafaa,3,3,1.0
4ded2ed1-a31d-5b0c-b1c2-aaba48565570,1,1,1.0
4df1c33d-9d1f-5159-861e-ff396be673db,1,2,0.5
4df71472-05e5-56be-a8b9-1a9f06b56baa,2,3,0.66666666666666663
4e163083-f898-52e3-819e-d44683594e56,1,2,0.5
4e272c3a-1415-5817-9910-e585602738dd,3,2,1.5
4e282747-1d49-4929-a9a6-be2b5aac2632,14,49,0.2857142857142857
4e37f9b0-a08a-528a-b687-4f47b3d06895,2,3,0.66666666666666663
4e5b09fe-2a10-425c-bfa1-ddc5d89a047d,9,16,0.5625
4e6104e1-9dab-58e6-a060-ea4e5d43b19c,3,6,0.5
4e752f2d-a6e3-5808-9527-ce19afe93177,1,1,1.0
4e812657-bf33-5a7a-a54c-628101d35f16,1,1,1.0
4e84da84-396b-594b-a731-be8d2b1abec5,1,1,1.0
4e921ba7-1ca6-5964-9dc0-dc0d9c64bab6,1,1,1.0
4e98f6d0-bd1b-47d7-a597-aba2dc1f01ed,3,3,1.0
4ea8e74f-021a-5f99-83d7-6f457b8b40b2,1,1,1.0
4eb398ad-c055-487b-9d95-88fff5e3eb8d,5,8,0.625
4eb74f64-f522-51a2-b66b-3afd85757c6c,1,2,0.5
4ebed92f-16be-5701-85f8-4bf853620465,2,5,0.4
4ec1d2ad-384a-5ba9-88c7-0c768b4eddf4,3,4,0.75
4ec785cd-e90d-5c3e-9031-51489fa6dcf1,1,1,1.0
4f3fd357-b2b0-4ddb-b047-8cef495611d6,174,465,0.37419354838709679
4f4f5cf4-bca5-43f9-a0bc-32fa104dbabc,63,191,0.32984293193717279
4f76ac43-fdc0-5d2f-a5d6-01ed53a20d5f,1,2,0.5
4f7f60e2-6c6f-4b45-8f2c-b604a2c80fdb,7,23,0.30434782608695654
4fd373d9-bdac-5363-90c7-ea0bf9185b52,1,1,1.0
4ff41016-d7a6-5da0-82e0-9d4e944e0b61,1,1,1.0
4ffdbb04-ec37-5de0-aa3c-2c688def7ea1,1,1,1.0
500b5c80-5ae7-5f87-9313-43a6afb499db,3,3,1.0
5014b22d-223f-409d-b442-02366786548c,111,284,0.39084507042253519
502d1479-b068-5df2-a8bb-cf0535291d19,1,2,0.5
50370fb3-a7b0-5448-b25a-b9216a20a8ef,1,1,1.0
50595546-78b4-500f-a797-ed8283d1b05b,1,1,1.0
50679747-be7a-506f-935d-a454488ddf7e,1,1,1.0
506cf4d3-dc55-597e-812d-ab86674d0edf,1,1,1.0
506e64b4-3f51-5907-abd4-f47ee1541218,1,1,1.0
506f45e8-299f-5003-8851-f37fc223b3cc,1,1,1.0
50841d5f-ff15-5523-9247-13bb860ad7c9,1,1,1.0
508e3294-fc24-55e2-87a4-d35ad95bb885,1,1,1.0
50b55b68-e7a2-44f7-bd7b-5bbfc45f12e4,28,48,0.58333333333333337
50ce2115-5aaf-5d18-8811-5e0a17713918,1,1,1.0
50eb5cfe-03be-5952-bfbb-a8ec490668ae,1,1,1.0
50ec65b4-7240-59ba-9a3a-cc17fb4cfb2c,1,1,1.0
511572cd-42a5-441a-beb0-b1a09ef57057,45,162,0.27777777777777779
5141aefe-566a-5cc4-bc7d-b70d884b522a,1,1,1.0
514c84b3-c237-56c4-9a17-e3b815a30a65,1,1,1.0
514d4068-eb60-560a-89cf-9f42e9481f96,1,1,1.0
5181b357-fa57-5916-b59c-ccb002d4fd67,1,1,1.0
51a9a818-40d2-432d-b48a-9dcff61c6278,28,39,0.717948717948718
51e4e62e-1599-4218-8e18-c8d3e0857c64,1,3,0.33333333333333331
51f398b1-e5c3-5680-88e8-78e8bcbc47ae,1,1,1.0
520fbe06-8ed6-4043-8020-141d01004959,1,1,1.0
522da5cc-8177-4140-97a7-a84fdb4caf1c,2109,6600,0.31954545454545452
52378bf8-a93d-5d70-9c61-e53ca6445b29,1,1,1.0
524f4eba-8a88-517f-a598-dfd1f6f10230,1,1,1.0
52739682-3aac-490a-b4f2-4cf61e0a1202,132,313,0.4217252396166134
52762e40-cb7a-4a8a-beb7-03fbd6cca9f8,250,438,0.57077625570776258
5286b838-2903-4786-9fd7-56dc39eb621a,10,17,0.58823529411764708
528ebc7c-0f0c-5d4a-bab7-d0dec5b0b38e,1,1,1.0
52a3f45b-2321-5d30-8f5a-a62327eaf810,1,2,0.5
52a46b90-8c7c-58cc-a1e0-641d83bf37ab,3,3,1.0
52a4fd31-7621-58d8-a690-b81867bad2b7,1,1,1.0
52db3420-2f56-4d7d-8b53-57ad96b337d4,340,1195,0.28451882845188287
52e2f1ed-0371-5d1b-afca-275a4ce22dcf,1,1,1.0
52ea05f5-f219-54e6-8e3c-9a23a093ac6e,1,1,1.0
52f5a203-97ba-46f4-91b0-cb4def87b4ba,3,5,0.6
52f66dec-ca44-5298-a30d-30beb3577f75,1,1,1.0
5311dbed-fc83-5359-8ec9-f2752df1e901,1,1,1.0
53404e74-45b4-5470-b6fa-b0117b41c00c,1,1,1.0
535220b8-bac0-435b-a03e-cf195af840ab,13,35,0.37142857142857144
53535822-aa45-5979-92b9-ced7f585016d,1,1,1.0
53623220-292c-5995-9237-10cb1a5879b4,1,1,1.0
